time,mim,ust,mim_p,ust_p,ideal
2022-03-12T00:00:00+00:00,74900480.767848620829901656000000000000000000,11538415.334820487488027155000000000000000000,0.8665136199666923,0.13348638003330768,0.50
2022-03-11T00:00:00+00:00,75515813.143346335471902656000000000000000000,11177538.060435367448338955000000000000000000,0.8710681049327369,0.12893189506726307,0.50
2022-03-10T00:00:00+00:00,76465505.908301760920902656000000000000000000,10739749.895266310521338955000000000000000000,0.8768451534680679,0.12315484653193214,0.50
2022-03-09T00:00:00+00:00,75216294.674264874917808934000000000000000000,12427912.932483986161316392000000000000000000,0.8582004073988913,0.14179959260110878,0.50
2022-03-08T00:00:00+00:00,73572017.641720088877227734000000000000000000,12192860.342425428425411892000000000000000000,0.8578338752527649,0.14216612474723508,0.50
2022-03-07T00:00:00+00:00,73557349.857772622818227734000000000000000000,12517939.123511744999235792000000000000000000,0.8545698856005751,0.1454301143994249,0.50
2022-03-06T00:00:00+00:00,83567852.168390013317667024000000000000000000,15482287.042735660915057408000000000000000000,0.8436924252096696,0.15630757479033036,0.50
2022-03-05T00:00:00+00:00,84547520.356066953691636424000000000000000000,15091865.457151673568955293000000000000000000,0.8485351416613257,0.1514648583386743,0.50
2022-03-04T00:00:00+00:00,84086757.409599015989237124000000000000000000,15315568.902587873228845493000000000000000000,0.8459234358913574,0.1540765641086426,0.50
2022-03-03T00:00:00+00:00,82384871.977705189339000924000000000000000000,14992157.372853759985865193000000000000000000,0.8460401033709732,0.15395989662902676,0.50
2022-03-02T00:00:00+00:00,81601354.326032328177909318000000000000000000,15770065.160120042162903260000000000000000000,0.8380421560726783,0.16195784392732177,0.50
2022-03-01T00:00:00+00:00,84364262.560732225395105918000000000000000000,14812760.874445959131837160000000000000000000,0.8506432199578208,0.1493567800421792,0.50
2022-02-28T00:00:00+00:00,85309668.077353508321057018000000000000000000,18457860.603020876913123060000000000000000000,0.8221229623780004,0.1778770376219996,0.50
2022-02-27T00:00:00+00:00,87255016.479046609771339318000000000000000000,16422867.003952631710082360000000000000000000,0.8415972003648627,0.15840279963513723,0.50
