time,crv3,mim,mim_p,crv3_p,ideal
2022-01-03T00:00:00+00:00,1732450245.172010184993393846000000000000000000,1666736944.700085608252544389000000000000000000,0.4903339685634675,0.5096660314365326,0.50
2022-01-02T00:00:00+00:00,1659286271.213296316875369525000000000000000000,1725762620.550067551523461015000000000000000000,0.50981911214023,0.49018088785977004,0.50
2022-01-01T00:00:00+00:00,1613162632.586308042242158022000000000000000000,1744994527.649669815318287405000000000000000000,0.5196286071158888,0.4803713928841112,0.50
2021-12-31T00:00:00+00:00,1459622486.024897027674140221000000000000000000,1778000262.880076125082584384000000000000000000,0.5491684488198726,0.45083155118012735,0.50
2021-12-30T00:00:00+00:00,1401741063.029351407416858921000000000000000000,1811078957.859153690741631184000000000000000000,0.563703832173674,0.436296167826326,0.50
2021-12-29T00:00:00+00:00,1366017596.160193433409201421000000000000000000,1847962663.739496063599260284000000000000000000,0.5749763577568371,0.4250236422431629,0.50
2021-12-28T00:00:00+00:00,1349343433.821641921493964497000000000000000000,1878260161.713813476660055796000000000000000000,0.5819364448322881,0.4180635551677118,0.50
2021-12-27T00:00:00+00:00,1355823775.964476123727239039000000000000000000,1883895014.143607106737716571000000000000000000,0.5814995486323542,0.4185004513676458,0.50
2021-12-26T00:00:00+00:00,1344258988.653574357892909339000000000000000000,1790475806.037094651759606671000000000000000000,0.571172977398165,0.4288270226018351,0.50
2021-12-25T00:00:00+00:00,1243780305.061227678628827669000000000000000000,1785120776.797403609757308910000000000000000000,0.5893625207799774,0.4106374792200226,0.50
2021-12-24T00:00:00+00:00,998627734.777621903066478084000000000000000000,1788153983.220708826018780810000000000000000000,0.6416555597706056,0.35834444022939443,0.50
2021-12-23T00:00:00+00:00,962294572.239694852911905788000000000000000000,1741840273.250447448631904106000000000000000000,0.6441395761588684,0.3558604238411316,0.50
2021-12-22T00:00:00+00:00,1043602965.558903894604779204000000000000000000,1616707686.650544040785614157000000000000000000,0.6077138718020889,0.3922861281979111,0.50
2021-12-21T00:00:00+00:00,1039635279.514899325907629666000000000000000000,1576893671.059329437429117457000000000000000000,0.6026662425092836,0.3973337574907164,0.50
2021-12-20T00:00:00+00:00,1132295492.909825092189953279000000000000000000,1456586739.474547658057565657000000000000000000,0.5626315176697028,0.4373684823302973,0.50
2021-12-19T00:00:00+00:00,1203439917.520192151524933622000000000000000000,1393562301.620004666199894260000000000000000000,0.536604201316924,0.46339579868307595,0.50
2021-12-18T00:00:00+00:00,1161560526.465350381698642441000000000000000000,1381515444.380651552110487259000000000000000000,0.54324584094948,0.45675415905052,0.50
2021-12-17T00:00:00+00:00,1265298000.479925410155782165000000000000000000,1233715040.802004538082041722000000000000000000,0.49368091339336917,0.5063190866066308,0.50
2021-12-16T00:00:00+00:00,1214187888.854966843220536125000000000000000000,1266680789.087334622512259822000000000000000000,0.5105795402834274,0.4894204597165726,0.50
2021-12-15T00:00:00+00:00,1163337429.788437599771041922000000000000000000,1311778276.400304011919774076000000000000000000,0.5299866479455299,0.4700133520544702,0.50
2021-12-14T00:00:00+00:00,1124992003.868671496586055922000000000000000000,1330146752.824400631662524476000000000000000000,0.5417806831480394,0.45821931685196066,0.50
2021-12-13T00:00:00+00:00,1118432164.010573369250979616000000000000000000,1356997259.459465320405100947000000000000000000,0.548186608187454,0.451813391812546,0.50
2021-12-12T00:00:00+00:00,1138220733.383231656050411361000000000000000000,1362056748.454394999391721238000000000000000000,0.5447622347313729,0.45523776526862714,0.50
2021-12-11T00:00:00+00:00,1124896535.593036249958819311000000000000000000,1382095914.410457470075883138000000000000000000,0.5512964007564248,0.44870359924357517,0.50
2021-12-10T00:00:00+00:00,1135554515.589613083272561959000000000000000000,1361110618.759712147693645138000000000000000000,0.5451714769567771,0.4548285230432228,0.50
2021-12-09T00:00:00+00:00,1126542091.416907199536635581000000000000000000,1368730672.793199406753645838000000000000000000,0.5485294803938916,0.4514705196061084,0.50
2021-12-08T00:00:00+00:00,1141021135.644938603677227931000000000000000000,1373882570.207138232924483967000000000000000000,0.546296292382953,0.453703707617047,0.50
2021-12-07T00:00:00+00:00,1109138720.804636696216234331000000000000000000,1381421837.511950843501202767000000000000000000,0.554663018692337,0.4453369813076629,0.50
2021-12-06T00:00:00+00:00,1112102458.816363554851604431000000000000000000,1369451172.776274252667411567000000000000000000,0.5518523377217415,0.4481476622782586,0.50
