time,alusd,crv3,alusd_p,crv3_p,ideal
2021-05-27T00:00:00+00:00,207269434.218198841849821251000000000000000000,226280229.303438124605311949000000000000000000,0.4780754124789091,0.5219245875210909,0.50
2021-05-26T00:00:00+00:00,195192905.006188231998814851000000000000000000,208734735.666311681836496407000000000000000000,0.4832373062690416,0.5167626937309584,0.50
2021-05-25T00:00:00+00:00,173869279.553190510247568651000000000000000000,188063741.116472045366336251000000000000000000,0.48039076189149804,0.5196092381085019,0.50
2021-05-24T00:00:00+00:00,168547201.688909902939098051000000000000000000,175802150.204264406265783115000000000000000000,0.4894657148685368,0.5105342851314632,0.50
2021-05-23T00:00:00+00:00,164600218.256854232138452451000000000000000000,163608358.096592540241386744000000000000000000,0.501511021087995,0.4984889789120051,0.50
2021-05-22T00:00:00+00:00,181186994.941003683448948751000000000000000000,189880686.011008027429477544000000000000000000,0.48828557226042996,0.51171442773957,0.50
2021-05-21T00:00:00+00:00,179799270.041163327116107951000000000000000000,189633928.121655276587812993000000000000000000,0.48668953124759845,0.5133104687524016,0.50
2021-05-20T00:00:00+00:00,180455386.906538250543132241000000000000000000,184330708.593423689090478793000000000000000000,0.4946882272451009,0.5053117727548991,0.50
2021-05-19T00:00:00+00:00,162667731.692752446243918641000000000000000000,163669061.159802143905120267000000000000000000,0.49846580359772347,0.5015341964022765,0.50
2021-05-18T00:00:00+00:00,248995142.483299180635218041000000000000000000,239787273.591574081618254567000000000000000000,0.5094191900003975,0.4905808099996026,0.50
2021-05-17T00:00:00+00:00,247882934.649873311256956941000000000000000000,239611392.172761391098018167000000000000000000,0.5084837320374821,0.4915162679625179,0.50
2021-05-16T00:00:00+00:00,253880169.610255331197990941000000000000000000,237355425.080397292988925267000000000000000000,0.5168195716153918,0.4831804283846082,0.50
2021-05-15T00:00:00+00:00,267375883.142871381554217741000000000000000000,254941262.579778004239540867000000000000000000,0.5119033241249332,0.4880966758750668,0.50
2021-05-14T00:00:00+00:00,289271468.659803152991006841000000000000000000,249762642.177916023288067767000000000000000000,0.5366477980590931,0.46335220194090687,0.50
2021-05-13T00:00:00+00:00,277834842.504365030358712441000000000000000000,263265961.387243696865432467000000000000000000,0.5134622615715423,0.48653773842845766,0.50
2021-05-12T00:00:00+00:00,294235987.625171405216229941000000000000000000,298569674.225753399020475167000000000000000000,0.49634476618606266,0.5036552338139373,0.50
2021-05-11T00:00:00+00:00,291691828.144255984897559941000000000000000000,311109555.575968036756620967000000000000000000,0.4838937600707928,0.5161062399292072,0.50
2021-05-10T00:00:00+00:00,292172279.256526369511999441000000000000000000,310061638.672222736070292967000000000000000000,0.485147499266379,0.514852500733621,0.50
2021-05-09T00:00:00+00:00,290824109.931691969942023341000000000000000000,305632506.576408450872063167000000000000000000,0.48758635897828506,0.5124136410217149,0.50
2021-05-08T00:00:00+00:00,265129963.241429651960484341000000000000000000,298628897.893535384145682767000000000000000000,0.4702896602062579,0.529710339793742,0.50
2021-05-07T00:00:00+00:00,263118346.876921633617606641000000000000000000,270564710.774278206697314521000000000000000000,0.49302360849702737,0.5069763915029727,0.50
2021-05-06T00:00:00+00:00,245054909.651468531183580041000000000000000000,263073346.189855322530627421000000000000000000,0.4822697947503892,0.5177302052496108,0.50
2021-05-05T00:00:00+00:00,239817040.006992699996503341000000000000000000,257767803.052541063565636521000000000000000000,0.4819621082756729,0.5180378917243271,0.50
2021-05-04T00:00:00+00:00,232472962.937436430672791841000000000000000000,250096728.732097567704929721000000000000000000,0.481739667763128,0.518260332236872,0.50
2021-05-03T00:00:00+00:00,222876097.971251976903154741000000000000000000,241819909.362741487162125021000000000000000000,0.4796169849831807,0.5203830150168193,0.50
2021-05-02T00:00:00+00:00,215728829.500030394442843841000000000000000000,230264956.236289068291866521000000000000000000,0.48370366673129755,0.5162963332687025,0.50
2021-05-01T00:00:00+00:00,205766642.649035294249730441000000000000000000,219547054.966172520689607221000000000000000000,0.48379970784575493,0.5162002921542451,0.50
2021-04-30T00:00:00+00:00,199052403.461979894368764041000000000000000000,209775240.593033753622494742000000000000000000,0.48688587074898126,0.5131141292510187,0.50
2021-04-29T00:00:00+00:00,191166637.082232894242999841000000000000000000,202852432.652200968808272442000000000000000000,0.48517102791770433,0.5148289720822957,0.50
2021-04-28T00:00:00+00:00,195401532.103525094965685641000000000000000000,188427180.009863427810558542000000000000000000,0.5090852402042312,0.4909147597957688,0.50
2021-04-27T00:00:00+00:00,193655380.199573762157821641000000000000000000,183390602.876334879618741542000000000000000000,0.5136121027460626,0.48638789725393744,0.50
2021-04-26T00:00:00+00:00,205615661.128536764532677641000000000000000000,193250954.771256777540431637000000000000000000,0.5154998010166716,0.48450019898332836,0.50
2021-04-25T00:00:00+00:00,220730488.329559239542936341000000000000000000,206747019.068433532826817637000000000000000000,0.5163557953566277,0.4836442046433723,0.50
2021-04-24T00:00:00+00:00,219945058.069770938624384841000000000000000000,214641729.276129308577130505000000000000000000,0.5061015761961265,0.49389842380387355,0.50
2021-04-23T00:00:00+00:00,218091149.471118433991535441000000000000000000,212151713.959304148416090358000000000000000000,0.5069024218838377,0.4930975781161623,0.50
2021-04-22T00:00:00+00:00,225275470.429936579536938941000000000000000000,228612483.314822840406056458000000,0.49632396844049886,0.5036760315595011,0.50
2021-04-21T00:00:00+00:00,223774478.035267765695190487000000000000000000,222220059.408754324956382990000000,0.5017426431222922,0.4982573568777078,0.50
2021-04-20T00:00:00+00:00,224408201.979694065229999087000000000000000000,229608025.892160908478796590000000,0.4942735263705877,0.5057264736294123,0.50
